CombiBarCode+MRP,company,category,brand,BrandForm,SBF,BarCode,UPC,MRP,SLP,RLP,CountOfMRP,Conversion,Combi,Mono,Units
4987176188144_842,PGHP,Baby Care,Pampers,Premium Pants,PC Pants NB Jumbo Pk,4.98718E+12,6,842,673.58,701.67,2,Singles,4987176188144_842_Singles,1,1
4987176188144_899,PGHP,Baby Care,Pampers,Premium Pants,PC Pants NB Jumbo Pk,4.98718E+12,6,899,719.18,749.17,2,Singles,4987176188144_899_Singles,1,1
4987176188168_842,PGHP,Baby Care,Pampers,Premium Pants,PC Pants SM Jumbo Pk,4.98718E+12,6,842,673.58,701.67,2,Singles,4987176188168_842_Singles,1,1
4987176188168_899,PGHP,Baby Care,Pampers,Premium Pants,PC Pants SM Jumbo Pk,4.98718E+12,6,899,719.18,749.17,2,Singles,4987176188168_899_Singles,1,1
4987176188182_842,PGHP,Baby Care,Pampers,Premium Pants,PC Pants MD Jumbo Pk,4.98718E+12,6,842,673.58,701.67,1,Singles,4987176188182_842_Singles,1,1
4987176188229_842,PGHP,Baby Care,Pampers,Premium Pants,PC Pants XL Jumbo Pk,4.98718E+12,6,842,673.58,701.67,1,Singles,4987176188229_842_Singles,1,1
4987176188601_225,PGHC,Personal Care (OS),Old Spice,Old Spice Deodorants,OS Pocket Original Streamer NSR,4.98718E+12,36,225,187.82,195.65,1,Singles,4987176188601_225_Singles,1,1
4987176189745_50,PGHC,Fem Care,Whisper Choice,Whisper Choice Nights,whspr Choice ON XXL 6s,4.98718E+12,60,50,43.24,45.04,1,Singles,4987176189745_50_Singles,1,1
4987176190222_30,PGHP,Fabric & Home Care,Tide,Tide Bar,Tide Blue Bar 250g,4.98718E+12,48,30,26.67,27.78,1,Singles,4987176190222_30_Singles,1,1
4987176191076_23,PGHC,Health Care,Vaporub,Vaporub,VAPORUB 5GM,4.98718E+12,1200,23,18.42,19.19,3,Singles,4987176191076_23_Singles,1,1
4987176191076_24,PGHC,Health Care,Vaporub,Vaporub,VAPORUB 5GM,4.98718E+12,1200,24,19.23,20.03,3,Singles,4987176191076_24_Singles,1,1
4987176191076_25,PGHC,Health Care,Vaporub,Vaporub,VAPORUB 5GM,4.98718E+12,1200,25,20.03,20.87,3,Singles,4987176191076_25_Singles,1,1
4987176191076_345,PGHC,Health Care,Vaporub,Vaporub,Vaporub 5gm RTM,4.98718E+12,64,345,257.94,268.7,1,Singles,4987176191076_345_Singles,1,1
4987176191076_276,PGHC,Health Care,Vaporub,Vaporub,Vaporub 5gm RTM INR 25,4.98718E+12,72,276,211.88,220.72,1,Singles,4987176191076_276_Singles,1,1
4987176191076_276,PGHC,Health Care,Vaporub,Vaporub,Vaporub 5gm RTM INR 25,4.98718E+12,72,276,212.25,221.1,1,Singles,4987176191076_276_Singles,1,1
4987176191137_45,PGHC,Health Care,Vaporub,Vaporub,VAPORUB 10GM,4.98718E+12,1080,45,36.05,37.55,2,Singles,4987176191137_45_Singles,1,1
4987176191137_48,PGHC,Health Care,Vaporub,Vaporub,VAPORUB 10GM,4.98718E+12,1080,48,38.45,40.05,2,Singles,4987176191137_48_Singles,1,1
4987176191137_48,PGHC,Health Care,Vaporub,Vaporub,VAPORUB 10GM,4.98718E+12,1080,48,38.46,40.06,2,Singles,4987176191137_48_Singles,1,1
4987176191137_675,PGHC,Health Care,Vaporub,Vaporub,Vaporub 10gm RTM,4.98718E+12,64,675,504.66,525.7,1,Singles,4987176191137_675_Singles,1,1
4987176191137_540,PGHC,Health Care,Vaporub,Vaporub,Vaporub 10gm RTM INR 48,4.98718E+12,72,540,413.35,430.59,1,Singles,4987176191137_540_Singles,1,1
4987176191137_540,PGHC,Health Care,Vaporub,Vaporub,Vaporub 10gm RTM INR 48,4.98718E+12,72,540,414.54,431.83,1,Singles,4987176191137_540_Singles,1,1
4987176191205_102,PGHC,Health Care,Vaporub,Vaporub,VAPORUB 25GM,4.98718E+12,320,102,81.71,85.12,2,Singles,4987176191205_102_Singles,1,1
4987176191205_109,PGHC,Health Care,Vaporub,Vaporub,VAPORUB 25GM,4.98718E+12,320,109,87.34,90.98,2,Singles,4987176191205_109_Singles,1,1
4987176191205_102,PGHC,Health Care,Vaporub,Vaporub,VAPORUB 25GM,4.98718E+12,384,102,81.71,85.12,2,Singles,4987176191205_102_Singles,1,1
4987176191205_2448,PGHC,Health Care,Vaporub,Vaporub,Vaporub 25gm 22+2 SW,4.98718E+12,16,2448,1797.6,1872.56,1,Singles,4987176191205_2448_Singles,1,1
4987176191205_2040,PGHC,Health Care,Vaporub,Vaporub,VAPORUB 25GM SW PROMO,4.98718E+12,16,2040,1552.39,1617.12,1,Singles,4987176191205_2040_Singles,1,1
4987176191328_51,PGHC,Health Care,BabyRub,BabyRub,BABYRUB 10 ML,4.98718E+12,1080,51,40.85,42.55,1,Singles,4987176191328_51_Singles,1,1
4987176191328_204,PGHC,Health Care,BabyRub,BabyRub,BabyRub 10 ml RTM,4.98718E+12,144,204,153.8,160.21,2,Singles,4987176191328_204_Singles,1,1
4987176191328_220,PGHC,Health Care,BabyRub,BabyRub,BabyRub 10 ml RTM,4.98718E+12,144,220,166.62,173.57,2,Singles,4987176191328_220_Singles,1,1
4987176191359_1656,PGHC,Health Care,Inhaler,Inhaler,INH HANGING JUMBO,4.98718E+12,25,1656,1215.93,1266.63,2,Singles,4987176191359_1656_Singles,1,1
4987176191359_1664,PGHC,Health Care,Inhaler,Inhaler,INH HANGING JUMBO,4.98718E+12,25,1664,1179.15,1228.32,2,Singles,4987176191359_1664_Singles,1,1
4987176191359_64,PGHC,Health Care,Inhaler,Inhaler,Inhaler 1s MR Pack,4.98718E+12,108,64,51.27,53.41,1,Singles,4987176191359_64_Singles,1,1
4987176191359_64,PGHC,Health Care,Inhaler,Inhaler,INHALER KEYCHAIN,4.98718E+12,720,64,51.27,53.41,3,Singles,4987176191359_64_Singles,1,1
4987176191359_67,PGHC,Health Care,Inhaler,Inhaler,INHALER KEYCHAIN,4.98718E+12,720,67,53.67,55.91,3,Singles,4987176191359_67_Singles,1,1
4987176191359_69,PGHC,Health Care,Inhaler,Inhaler,INHALER KEYCHAIN,4.98718E+12,720,69,55.27,57.57,3,Singles,4987176191359_69_Singles,1,1
4987176191359_320,PGHC,Health Care,Inhaler,Inhaler,Inhaler Keychain 5s Dangler,4.98718E+12,32,320,256.33,267.02,1,Singles,4987176191359_320_Singles,1,1
4987176191380_120,PGHC,Health Care,Inhaler,Inhaler,Inhaler Super Saver Pack,4.98718E+12,72,120,96.13,100.14,2,Singles,4987176191380_120_Singles,1,1
4987176191380_122,PGHC,Health Care,Inhaler,Inhaler,Inhaler Super Saver Pack,4.98718E+12,72,122,97.73,101.81,2,Singles,4987176191380_122_Singles,1,1
4987176191441_899,PGHP,Skin Care,Olay,Olay Luminous,Olay Niacinamide Serum 30 ml,4.98718E+12,6,899,750.45,781.74,1,Singles,4987176191441_899_Singles,1,1
4987176191526_425,GIL,Grooming,Skinguard,SkinGuard Raz,Skinguard Raz,4.98718E+12,36,425,364.27,379.46,1,Singles,4987176191526_425_Singles,1,1
4987176191953_92,PGHC,Health Care,Vaporub,Vaporub,Vaporub PODS 4s,4.98718E+12,24,92,73.6,76.67,1,Singles,4987176191953_92_Singles,1,1
4987176192103_175,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL 15s,4.98718E+12,36,175,151.35,157.66,2,Singles,4987176192103_175_Singles,1,1
4987176192103_185,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL 15s,4.98718E+12,36,185,159.99,166.66,2,Singles,4987176192103_185_Singles,1,1
4987176192127_380,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL+ 30s,4.98718E+12,18,380,319.99,333.33,2,Singles,4987176192127_380_Singles,1,1
4987176192127_390,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL+ 30s,4.98718E+12,18,390,328.41,342.1,2,Singles,4987176192127_390_Singles,1,1
4987176192141_525,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL 44s,4.98718E+12,12,525,391.6,407.93,1,Singles,4987176192141_525_Singles,1,1
4987176192165_625,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL 50s,4.98718E+12,12,625,406.3,423.24,2,Singles,4987176192165_625_Singles,1,1
4987176192165_625,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL 50s,4.98718E+12,12,625,466.19,485.63,2,Singles,4987176192165_625_Singles,1,1
4987176192165_649,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL 50s,4.98718E+12,12,649,421.9,439.49,2,Singles,4987176192165_649_Singles,1,1
4987176192196_90,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL+ 6s,4.98718E+12,72,90,77.84,81.09,2,Singles,4987176192196_90_Singles,1,1
4987176192196_95,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL+ 6s,4.98718E+12,72,95,82.16,85.59,2,Singles,4987176192196_95_Singles,1,1
4987176192219_195,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL+ 15s,4.98718E+12,36,195,168.64,175.67,1,Singles,4987176192219_195_Singles,1,1
4987176192226_320,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL 30s,4.98718E+12,18,320,269.47,280.71,3,Singles,4987176192226_320_Singles,1,1
4987176192226_350,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL 30s,4.98718E+12,18,350,294.73,307.02,3,Singles,4987176192226_350_Singles,1,1
4987176192226_370,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL 30s,4.98718E+12,18,370,311.57,324.56,3,Singles,4987176192226_370_Singles,1,1
4987176192370_122,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 500ml TL PM,4.98718E+12,12,122,108.44,112.96,1,Singles,4987176192370_122_Singles,1,1
4987176193025_2199,PGHP,Skin Care,Olay,Olay Retinol,Retinol Max Cream,4.98718E+12,6,2199,1759.14,1832.5,1,Singles,4987176193025_2199_Singles,1,1
4987176193070_2199,PGHP,Skin Care,Olay,Olay Retinol,Retinol Max Serum,4.98718E+12,6,2199,1759.14,1832.5,1,Singles,4987176193070_2199_Singles,1,1
4987176193247_89,PGHP,Fabric & Home Care,Tide,Tide FreshClean,Tide FC 1Kg Bar Fr,4.98718E+12,24,89,79.11,82.41,1,Singles,4987176193247_89_Singles,1,1
4987176193629_175,GIL,Personal Care (GIL),Gillette Series,G Series Foam & Gel,BASE COMFORT GLIDE 70G,4.98718E+12,6,175,150,156.26,1,Singles,4987176193629_175_Singles,1,1
4987176194299_71,PGHP,Hair Care,H&S,H&S Sachets,H&S SB 9ml,4.98718E+12,40,71,58.58,61.02,1,Singles,4987176194299_71_Singles,1,1
4987176194305_71,PGHP,Hair Care,H&S,H&S Sachets,H&S CM 9ml,4.98718E+12,40,71,58.58,61.02,2,Singles,4987176194305_71_Singles,1,1
4987176194305_71,PGHP,Hair Care,H&S,H&S Sachets,H&S CM 9ml,4.98718E+12,40,71,61.17,63.72,2,Singles,4987176194305_71_Singles,1,1
4987176194305_80,PGHP,Hair Care,H&S,H&S Sachets,H&S CM 9ml,4.98718E+12,40,80,66,68.75,2,Singles,4987176194305_80_Singles,1,1
4987176194312_71,PGHP,Hair Care,H&S,H&S Sachets,H&S SS 9ml,4.98718E+12,40,71,58.58,61.02,1,Singles,4987176194312_71_Singles,1,1
4987176195692_300,PGHC,Fem Care,Whisper Ultra,Whisper Super Premium Nights,Whspr ON Koala XXXL+ 8s,4.98718E+12,24,300,252.62,263.15,2,Singles,4987176195692_300_Singles,1,1
4987176195692_330,PGHC,Fem Care,Whisper Ultra,Whisper Super Premium Nights,Whspr ON Koala XXXL+ 8s,4.98718E+12,24,330,158.39,164.99,2,Singles,4987176195692_330_Singles,1,1
4987176195708_140,PGHC,Fem Care,Whisper Ultra,Whisper Super Premium Nights,Whspr ON Koala XXXL+ 4s,4.98718E+12,48,140,117.89,122.81,2,Singles,4987176195708_140_Singles,1,1
4987176195708_150,PGHC,Fem Care,Whisper Ultra,Whisper Super Premium Nights,Whspr ON Koala XXXL+ 4s,4.98718E+12,48,150,72,75,2,Singles,4987176195708_150_Singles,1,1
4987176195715_300,PGHC,Fem Care,Whisper Ultra,Whisper Super Premium Nights,Whspr ON Koala XXL+ 10s,4.98718E+12,24,300,252.62,263.15,2,Singles,4987176195715_300_Singles,1,1
4987176195715_330,PGHC,Fem Care,Whisper Ultra,Whisper Super Premium Nights,Whspr ON Koala XXL+ 10s,4.98718E+12,24,330,158.39,164.99,2,Singles,4987176195715_330_Singles,1,1
4987176195722_140,PGHC,Fem Care,Whisper Ultra,Whisper Super Premium Nights,Whspr ON Koala XXL+ 5s,4.98718E+12,48,140,117.89,122.81,2,Singles,4987176195722_140_Singles,1,1
4987176195722_150,PGHC,Fem Care,Whisper Ultra,Whisper Super Premium Nights,Whspr ON Koala XXL+ 5s,4.98718E+12,48,150,72,75,2,Singles,4987176195722_150_Singles,1,1
4987176195739_399,PGHC,Fem Care,Whisper Ultra,Whisper Period Panty,Whspr ON Koala Pants 6s,4.98718E+12,8,399,297.61,310.02,1,Singles,4987176195739_399_Singles,1,1
4987176196316_179,PGHP,Fabric & Home Care,Tide,Tide Bar,Tide Blue Bar 6+2,4.98718E+12,8,179,159.11,165.74,2,Singles,4987176196316_179_Singles,1,1
4987176196316_199,PGHP,Fabric & Home Care,Tide,Tide Bar,Tide Blue Bar 6+2,4.98718E+12,8,199,176.88,184.26,2,Singles,4987176196316_199_Singles,1,1
4987176196392_949,PGHP,Skin Care,Olay,Total Effects Cream,Olay TE Nrm UV 50gm CSD,4.98718E+12,24,949,792.18,825.21,1,Singles,4987176196392_949_Singles,1,1
4987176198198_699,GIL,Grooming,Gillette Mach3,Mach-3 Cart,Mach 3 Cart 4s Promo,4.98718E+12,24,699,599.12,624.1,1,Singles,4987176198198_699_Singles,1,1
4987176198198_699,GIL,Grooming,Gillette Mach3,Mach-3 Cart,Mach 3 Cart 4s Promo FK,4.98718E+12,24,699,599.12,624.1,1,Singles,4987176198198_699_Singles,1,1
4987176198211_444,GIL,Personal Care (GIL),Gillette Series,After Shave Splash,AS SPLSH (IC) 100ml,4.98718E+12,12,444,380.56,396.43,2,Singles,4987176198211_444_Singles,1,1
4987176198211_499,GIL,Personal Care (GIL),Gillette Series,After Shave Splash,AS SPLSH (IC) 100ml,4.98718E+12,12,499,427.7,445.54,2,Singles,4987176198211_499_Singles,1,1
4987176198228_444,GIL,Personal Care (GIL),Gillette Series,After Shave Splash,AS SPLSH (RB) 100ml,4.98718E+12,12,444,380.56,396.43,1,Singles,4987176198228_444_Singles,1,1
4987176198235_35,GIL,Personal Care (GIL),Gillette,Gillette Shaving Crm,Cream GIL Lime 30gm,4.98718E+12,144,35,30,31.25,1,Singles,4987176198235_35_Singles,1,1
4987176198259_289,GIL,Personal Care (GIL),Gillette Series,After Shave Splash,AS SPLSH (IC) 50ML,4.98718E+12,12,289,247.71,258.04,1,Singles,4987176198259_289_Singles,1,1
4987176198266_289,GIL,Personal Care (GIL),Gillette Series,After Shave Splash,AS SPLSH (RB) 50ML,4.98718E+12,12,289,247.71,258.04,1,Singles,4987176198266_289_Singles,1,1
4987176198273_40,PGHC,Personal Care (OS),Old Spice,Old Spice Shaving Cream,CREAM MUSK 30G,4.98718E+12,144,40,34.28,35.71,1,Singles,4987176198273_40_Singles,1,1
4987176198402_47,PGHP,Fabric & Home Care,Tide,Tide FreshClean,Tide FC 500G B,4.98718E+12,24,47,41.78,43.52,1,Singles,4987176198402_47_Singles,1,1
4987176198402_40,PGHP,Fabric & Home Care,Tide,Tide FreshClean,Tide FC 500G C,4.98718E+12,24,40,35.55,37.03,4,Singles,4987176198402_40_Singles,1,1
4987176198402_42,PGHP,Fabric & Home Care,Tide,Tide FreshClean,Tide FC 500G C,4.98718E+12,24,42,35.84,37.33,4,Singles,4987176198402_42_Singles,1,1
4987176198402_43,PGHP,Fabric & Home Care,Tide,Tide FreshClean,Tide FC 500G C,4.98718E+12,48,43,36.69,38.22,4,Singles,4987176198402_43_Singles,1,1
4987176198402_45,PGHP,Fabric & Home Care,Tide,Tide FreshClean,Tide FC 500G C,4.98718E+12,48,45,38.4,40,4,Singles,4987176198402_45_Singles,1,1
4987176198709_1116,PGHC,Health Care,Inhaler,Inhaler,Roll on Inhaler Hangsell,4.98718E+12,12,1116,819.49,853.66,1,Singles,4987176198709_1116_Singles,1,1
4987176198723_249,PGHP,Aircare,AmbiPur,AmbiPur Car Refills,AmbPr CarRef Lavendr,4.98718E+12,12,249,199.19,207.5,1,Singles,4987176198723_249_Singles,1,1
4987176198730_249,PGHP,Aircare,AmbiPur,AmbiPur Car Refills,AmbPr CarRef Aqua,4.98718E+12,12,249,199.19,207.5,1,Singles,4987176198730_249_Singles,1,1
4987176198747_249,PGHP,Aircare,AmbiPur,AmbiPur Car Refills,AmbPr CarRef Jasmine,4.98718E+12,12,249,199.19,207.5,1,Singles,4987176198747_249_Singles,1,1
4987176198754_249,PGHP,Aircare,AmbiPur,AmbiPur Car Refills,AmbPr CarRef Vanilla,4.98718E+12,12,249,199.19,207.5,1,Singles,4987176198754_249_Singles,1,1
4987176198761_249,PGHP,Aircare,AmbiPur,AmbiPur Car Refills,AmbPr CarRef Citrus,4.98718E+12,12,249,199.19,207.5,1,Singles,4987176198761_249_Singles,1,1
4987176200648_99,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Nights,whspr Ult ON XL+ 7s,4.98718E+12,48,99,85.62,89.19,2,Singles,4987176200648_99_Singles,1,1
4987176200648_110,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Nights,whspr Ult ON XL+ 7s,4.98718E+12,48,110,95.13,99.1,2,Singles,4987176200648_110_Singles,1,1
4987176200655_450,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Nights,whspr Ult ON XL+ 30s,4.98718E+12,18,450,378.94,394.74,1,Singles,4987176200655_450_Singles,1,1
4987176200785_799,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 4L Pch TL,4.98718E+12,3,799,710.2,739.82,2,Singles,4987176200785_799_Singles,1,1
4987176200785_865,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 4L Pch TL,4.98718E+12,3,865,768.86,800.92,2,Singles,4987176200785_865_Singles,1,1
4987176200785_749,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 4L Pch TL PM,4.98718E+12,3,749,665.76,693.52,3,Singles,4987176200785_749_Singles,1,1
4987176200785_789,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 4L Pch TL PM,4.98718E+12,3,789,701.31,730.55,3,Singles,4987176200785_789_Singles,1,1
4987176200785_809,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 4L Pch TL PM,4.98718E+12,3,809,719.09,749.08,3,Singles,4987176200785_809_Singles,1,1
4987176200808_839,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 4L Pch FL PM,4.98718E+12,3,839,745.75,776.85,4,Singles,4987176200808_839_Singles,1,1
4987176200808_879,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 4L Pch FL PM,4.98718E+12,3,879,781.31,813.89,4,Singles,4987176200808_879_Singles,1,1
4987176200808_899,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 4L Pch FL PM,4.98718E+12,3,899,799.09,832.41,4,Singles,4987176200808_899_Singles,1,1
4987176200808_999,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 4L Pch FL PM,4.98718E+12,3,999,887.97,925,4,Singles,4987176200808_999_Singles,1,1
4987176201508_510,PGHP,Hair Care,H&S,H&S Bottles,H&S CM 625ml,4.98718E+12,12,510,437.13,455.36,1,Singles,4987176201508_510_Singles,1,1
4987176201508_840,PGHP,Hair Care,H&S,H&S Bottles,H&S CM 715ml ECOM,4.98718E+12,12,840,719.98,750,2,Singles,4987176201508_840_Singles,1,1
4987176201508_880,PGHP,Hair Care,H&S,H&S Bottles,H&S CM 715ml ECOM,4.98718E+12,12,880,754.26,785.71,2,Singles,4987176201508_880_Singles,1,1
4987176201522_510,PGHP,Hair Care,H&S,H&S Bottles,H&S AHF 625ML,4.98718E+12,12,510,437.13,455.36,1,Singles,4987176201522_510_Singles,1,1
4987176201522_840,PGHP,Hair Care,H&S,H&S Bottles,H&S AHF 715ml ECOM,4.98718E+12,12,840,719.98,750,1,Singles,4987176201522_840_Singles,1,1
4987176201546_510,PGHP,Hair Care,H&S,H&S Bottles,H&S S&S 625ML,4.98718E+12,12,510,437.13,455.36,1,Singles,4987176201546_510_Singles,1,1
4987176201546_880,PGHP,Hair Care,H&S,H&S Bottles,H&S SS 715ml ECOM,4.98718E+12,12,880,754.26,785.71,2,Singles,4987176201546_880_Singles,1,1
4987176201546_907,PGHP,Hair Care,H&S,H&S Bottles,H&S SS 715ml ECOM,4.98718E+12,12,907,777.4,809.82,2,Singles,4987176201546_907_Singles,1,1
4987176202192_400,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL 45s,4.98718E+12,18,400,336.83,350.88,1,Singles,4987176202192_400_Singles,1,1
4987176202208_70,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,Whspr Soft XL 6s,4.98718E+12,72,70,60.54,63.06,2,Singles,4987176202208_70_Singles,1,1
4987176202208_75,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,Whspr Soft XL 6s,4.98718E+12,72,75,64.86,67.56,2,Singles,4987176202208_75_Singles,1,1
4987176202352_0,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Soft,whspr Soft XL 2s,4.98718E+12,240,0,0.01,0.01,1,Singles,4987176202352_0_Singles,1,1
4987176202406_88,GIL,Oral care,ORAL B,OB Cav Def Charcoal,OB CAVDEFCLOVE SFT3,4.98718E+12,48,88,70.4,73.34,1,Singles,4987176202406_88_Singles,1,1
4987176202420_105,GIL,Oral care,ORAL B,OB Cav Def Charcoal,OB CAVDEFCHARCL SFT4,4.98718E+12,72,105,84,87.5,2,Singles,4987176202420_105_Singles,1,1
4987176202420_120,GIL,Oral care,ORAL B,OB Cav Def Charcoal,OB CAVDEFCHARCL SFT4,4.98718E+12,72,120,96,100,2,Singles,4987176202420_120_Singles,1,1
4987176202437_105,GIL,Oral care,ORAL B,OB Cav Def Charcoal,OB CAVDEFCHARCL MED4,4.98718E+12,72,105,84,87.5,2,Singles,4987176202437_105_Singles,1,1
4987176202437_120,GIL,Oral care,ORAL B,OB Cav Def Charcoal,OB CAVDEFCHARCL MED4,4.98718E+12,72,120,96,100,2,Singles,4987176202437_120_Singles,1,1
4987176202673_0,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 500ml TL PM,4.98718E+12,12,0,0.01,0.01,1,Singles,4987176202673_0_Singles,1,1
4987176202697_0,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 500ml FL PM,4.98718E+12,12,0,0.01,0.01,1,Singles,4987176202697_0_Singles,1,1
4987176202802_266,GIL,Oral care,ORAL B,OB 4in1 Natural Card,OB 4IN1NATURAL RS25,4.98718E+12,24,266,212.79,221.66,2,Singles,4987176202802_266_Singles,1,1
4987176202802_300,GIL,Oral care,ORAL B,OB 4in1 Natural Card,OB 4IN1NATURAL RS25,4.98718E+12,24,300,239.99,250,2,Singles,4987176202802_300_Singles,1,1
4987176203762_999,PGHP,Skin Care,Olay,Olay Super Serums,Olay Vit C Serum + Clnsr,4.98718E+12,6,999,833.92,868.69,1,Singles,4987176203762_999_Singles,1,1
4987176203830_2499,GIL,Appliances,Braun,Braun Beard Trimmer,BRAUN BT5410,4.98718E+12,3,2499,2180.88,2271.82,1,Singles,4987176203830_2499_Singles,1,1
4987176204011_190,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Clean,whspr Ultra XL+ 15s,4.98718E+12,48,190,164.32,171.17,1,Singles,4987176204011_190_Singles,1,1
4987176204059_210,GIL,Oral care,ORAL B,OB 123 Natural 3in1,OB 3in1Natural Rs40,4.98718E+12,20,210,167.99,175,2,Singles,4987176204059_210_Singles,1,1
4987176204059_240,GIL,Oral care,ORAL B,OB 123 Natural 3in1,OB 3in1Natural Rs40,4.98718E+12,20,240,191.99,200,2,Singles,4987176204059_240_Singles,1,1
4987176204202_249,GIL,Female Hair Removal,Venus,Venus Disposable,Venus Bikini Sensitive 2s,4.98718E+12,48,249,209.68,218.42,1,Singles,4987176204202_249_Singles,1,1
4987176204301_299,PGHP,Baby Care,Pampers Baby Wipes,Pampers Wipes,Wipes Lid Doubles ON BOGO,4.98718E+12,12,299,239.19,249.16,1,Singles,4987176204301_299_Singles,1,1
4987176204325_299,PGHP,Baby Care,Pampers Baby Wipes,Pampers Wipes,Wipes Lid Singles OFF,4.98718E+12,24,299,239.19,249.16,1,Singles,4987176204325_299_Singles,1,1
4987176204806_0,PGHP,Hair Care,H&S,H&S Sachets,H&S Hanger,4.98718E+12,1,0,0.01,0.01,1,Singles,4987176204806_0_Singles,1,1
4987176205186_525,PGHP,Hair Care,H&S,H&S Bottles,H&S BTL 180ml Bundle,4.98718E+12,18,525,458.17,477.28,1,Singles,4987176205186_525_Singles,1,1
4987176205971_674,GIL,Female Hair Removal,Venus,Venus Razor,Venus Razor H+3C,4.98718E+12,36,674,417.43,434.84,1,Singles,4987176205971_674_Singles,1,1
4987176206695_599,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 3.2L Pch TL,4.98718E+12,4,599,532.43,554.63,4,Singles,4987176206695_599_Singles,1,1
4987176206695_649,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 3.2L Pch TL,4.98718E+12,4,649,576.87,600.93,4,Singles,4987176206695_649_Singles,1,1
4987176206695_685,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 3.2L Pch TL,4.98718E+12,4,685,608.87,634.26,4,Singles,4987176206695_685_Singles,1,1
4987176206695_719,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 3.2L Pch TL,4.98718E+12,4,719,639.09,665.74,4,Singles,4987176206695_719_Singles,1,1
4987176206718_685,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 3.2L Pch FL,4.98718E+12,4,685,608.87,634.26,3,Singles,4987176206718_685_Singles,1,1
4987176206718_729,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 3.2L Pch FL,4.98718E+12,4,729,647.98,675,3,Singles,4987176206718_729_Singles,1,1
4987176206718_779,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 3.2L Pch FL,4.98718E+12,4,779,692.42,721.29,3,Singles,4987176206718_779_Singles,1,1
4987176207746_48,PGHC,Fem Care,Whisper Choice,Whisper Choice Ultra,whspr Choice Ultra 6s,4.98718E+12,112,48,41.51,43.24,1,Singles,4987176207746_48_Singles,1,1
4987176208170_450,PGHC,Health Care,Vicks 3in1,Vicks 3in1,Vicks Med Lozenges Jar,4.98718E+12,12,450,360.47,375.5,1,Singles,4987176208170_450_Singles,1,1
