CombiBarCode+MRP,company,category,brand,BrandForm,SBF,BarCode,UPC,MRP,SLP,RLP,CountOfMRP,Conversion,Combi,Mono,Units
14987176102024_240,GIL,Grooming,7 O Clock PII,7 Other System Cart,P II Cart,1.49872E+13,600,240,191.99,200,3,Mono,14987176102024_240_Mono,50,12
14987176102079_110,GIL,Grooming,Guard,Guard3 Carts,Guard3 Cart 3s,1.49872E+13,120,110,90.25,94.01,1,Mono,14987176102079_110_Mono,24,5
14987176102079_110,GIL,Grooming,Guard,Guard3 Carts,Guard3 Cart 3s,1.49872E+13,120,110,90.33,94.1,1,Mono,14987176102079_110_Mono,24,5
14987176124613_475,GIL,Female Hair Removal,Venus,Venus Cart,Venus Breeze Cart 2s,1.49872E+13,40,475,399.99,416.67,2,Mono,14987176124613_475_Mono,10,4
14987176151657_130,GIL,Grooming,7 O Clock PII,Other System Rzr,7 o Clock PII Razor,1.49872E+13,144,130,111.43,116.08,1,Mono,14987176151657_130_Mono,12,12
14987176151664_200,GIL,Grooming,Guard,Guard3 Carts,Guard3 Cart 6s,1.49872E+13,128,200,158.67,165.29,1,Mono,14987176151664_200_Mono,16,8
14987176164817_999,GIL,Grooming,Fusion,ProGlide Flexbal Rzr,ProGlide Styler,1.49872E+13,24,999,856.26,891.97,1,Mono,14987176164817_999_Mono,6,4
14987176176629_599,GIL,Female Hair Removal,Venus,Venus Cart,Venus Swirl Cart 2s,1.49872E+13,40,599,504.4,525.43,3,Mono,14987176176629_599_Mono,10,4
14987176179170_675,GIL,Female Hair Removal,Venus,Venus Cart,Venus Cart 4s,1.49872E+13,18,675,568.4,592.1,3,Mono,14987176179170_675_Mono,6,3
14987176179187_375,GIL,Female Hair Removal,Venus,Venus Cart,Venus Cart 2s,1.49872E+13,24,375,315.78,328.95,1,Mono,14987176179187_375_Mono,6,4
14987176223804_1999,GIL,Grooming,Gillette Labs,Labs Carts,Labs Cart 4s,1.49872E+13,60,1999,1713.37,1784.82,1,Mono,14987176223804_1999_Mono,10,6
14987176223828_999,GIL,Grooming,Gillette Labs,Labs Carts,Labs Cart 2s,1.49872E+13,60,999,856.26,891.97,1,Mono,14987176223828_999_Mono,10,6
14987176223842_1499,GIL,Grooming,Gillette Labs,Labs Rzr,Labs Razor,1.49872E+13,24,1499,1284.82,1338.4,1,Mono,14987176223842_1499_Mono,6,4
14987176258141_100,GIL,Grooming,Gillette Presto Intl,GPI,GPI 5s,1.49872E+13,100,100,75.46,78.61,1,Mono,14987176258141_100_Mono,10,10
14987176258158_200,GIL,Grooming,Gillette Presto Intl,GPI,GPI 8+4,1.49872E+13,50,200,150.94,157.23,1,Mono,14987176258158_200_Mono,5,10
14987176273359_175,GIL,Female Hair Removal,Venus,Venus Disposable,Venus Skin Love 1s,1.49872E+13,72,175,147.36,153.5,1,Mono,14987176273359_175_Mono,12,6
14987176278538_49,GIL,Grooming,7 O Clock,7 DE Rzr,SS Rzr,1.49872E+13,144,49,40.55,42.24,1,Mono,14987176278538_49_Mono,12,12
14987176278545_99,GIL,Grooming,7 O Clock,7 DE Rzr,SP Rzr,1.49872E+13,144,99,83.37,86.85,1,Mono,14987176278545_99_Mono,12,12
14987176278569_105,GIL,Grooming,Gillette Vector Plus,Vector Rzr,Vector Rzr,1.49872E+13,144,105,89.99,93.74,1,Mono,14987176278569_105_Mono,12,12
14987176278576_99,GIL,Grooming,Gillette Vector Plus,Vector Cart,Vector 2s,1.49872E+13,600,99,83.09,86.55,1,Mono,14987176278576_99_Mono,50,12
14987176278620_275,GIL,Grooming,Vector3,Vector3 Cart,Vector3 Cart 4s,1.49872E+13,72,275,235.71,245.54,1,Mono,14987176278620_275_Mono,12,6
14987176278637_188,GIL,Grooming,Gillette Vector Plus,Vector Cart,Vector 4s,1.49872E+13,600,188,157.78,164.36,1,Mono,14987176278637_188_Mono,50,12
14987176278651_225,GIL,Grooming,Gillette Mach3,Mach-3 Rzr,Mach3 Hercules,1.49872E+13,36,225,169,176.05,1,Mono,14987176278651_225_Mono,6,6
14987176278651_225,GIL,Grooming,Gillette Mach3,Mach-3 Rzr,Mach3 Hercules,1.49872E+13,36,225,189.47,197.37,1,Mono,14987176278651_225_Mono,6,6
14987176278651_225,GIL,Grooming,Gillette Mach3,Mach-3 Rzr,Mach3 Hercules,1.49872E+13,36,225,192.85,200.89,1,Mono,14987176278651_225_Mono,6,6
14987176280593_150,GIL,Grooming,Guard,Guard Cart,Guard Carts 1s Rs 15,1.49872E+13,240,150,115.2,120,1,Mono,14987176280593_150_Mono,12,20
14987176281224_85,GIL,Personal Care (GIL),Gillette,Gillette Shave Brush,Gil SBR,1.49872E+13,144,85,71.34,74.31,1,Mono,14987176281224_85_Mono,12,12
14987176281231_595,GIL,Personal Care (GIL),Gillette,Gillette Shave Brush,Gil SBR (7+1),1.49872E+13,24,595,499.37,520.19,1,Mono,14987176281231_595_Mono,4,6
14987176282924_425,GIL,Grooming,Fusion,Fusion Raz,Fusion Raz,1.49872E+13,36,425,364.27,379.46,1,Mono,14987176282924_425_Mono,6,6
14987176282931_575,GIL,Grooming,Fusion,ProGlide Flexbal Rzr,ProGlide Flexbal Rzr,1.49872E+13,36,575,492.84,513.39,1,Mono,14987176282931_575_Mono,6,6
14987176282948_575,GIL,Grooming,Fusion,Fusion Raz,Fusion Power Raz,1.49872E+13,36,575,492.84,513.39,1,Mono,14987176282948_575_Mono,6,6
14987176283495_2399,GIL,Grooming,Fusion,Fusion Cart,Fusion Power 8s,1.49872E+13,40,2399,2056.22,2141.96,1,Mono,14987176283495_2399_Mono,10,4
14987176283525_2399,GIL,Grooming,Fusion,ProGlide Cart,ProGlide Cart 8s,1.49872E+13,40,2399,2056.22,2141.96,1,Mono,14987176283525_2399_Mono,10,4
14987176283549_1299,GIL,Grooming,Fusion,ProGlide Cart,ProGlide Cart 4s,1.49872E+13,40,1299,1113.39,1159.82,1,Mono,14987176283549_1299_Mono,10,4
14987176283709_1199,GIL,Grooming,Fusion,Fusion Cart,Fusion 4s,1.49872E+13,40,1199,1027.68,1070.53,2,Mono,14987176283709_1199_Mono,10,4
14987176283716_699,GIL,Grooming,Fusion,Fusion Cart,Fusion Power 2s,1.49872E+13,200,699,599.12,624.1,1,Mono,14987176283716_699_Mono,10,20
14987176286212_75,GIL,Grooming,Gillette Presto Intl,GPI,GPI-B3G1,1.49872E+13,192,75,63.15,65.78,1,Mono,14987176286212_75_Mono,24,8
14987176286823_437,GIL,Grooming,Gillette Mach3,Mach3 H+2 eC,Mach3 H+2 eC,1.49872E+13,24,437,374.56,390.18,1,Mono,14987176286823_437_Mono,6,4
14987176286830_275,GIL,Grooming,Gillette Mach3,Mach-3 Rzr,Mach-3 Rzr,1.49872E+13,36,275,235.71,245.54,1,Mono,14987176286830_275_Mono,6,6
14987176286847_349,GIL,Grooming,Gillette Mach3,Mach-3 Rzr,Mach-3 Charcoal Rzr,1.49872E+13,36,349,299.13,311.6,1,Mono,14987176286847_349_Mono,6,6
14987176286878_399,GIL,Grooming,Mach-3 Turbo,Turbo Mach-3 Rzr,Turbo Mach-3 Rzr Flexi,1.49872E+13,36,399,334.87,348.83,1,Mono,14987176286878_399_Mono,6,6
14987176288261_175,GIL,Grooming,Vector3,Vector3 Razor,Vector3 Rzr,1.49872E+13,30,175,150,156.26,1,Mono,14987176288261_175_Mono,6,5
14987176298192_855,GIL,Female Hair Removal,Venus,Venus Cart,Venus Breeze Cart 4s,1.49872E+13,18,855,719.98,750,1,Mono,14987176298192_855_Mono,6,3
14987176300468_1399,GIL,Grooming,Mach-3 Turbo,Turbo Mach-3 Cart,Turbo Cart 8s,1.49872E+13,36,1399,1209.91,1260.36,1,Mono,14987176300468_1399_Mono,6,6
14987176300475_349,GIL,Grooming,Gillette Mach3,Mach-3 Cart,Mach 3 Cart 2s,1.49872E+13,72,349,299.13,311.6,2,Mono,14987176300475_349_Mono,12,6
14987176300482_660,GIL,Grooming,Gillette Mach3,Mach-3 Cart,Mach 3 Cart 4s,1.49872E+13,48,660,565.7,589.29,2,Mono,14987176300482_660_Mono,6,8
14987176300505_449,GIL,Grooming,Mach-3 Turbo,Turbo Mach-3 Cart,Turbo Cart 2s,1.49872E+13,72,449,380.26,396.12,2,Mono,14987176300505_449_Mono,12,6
14987176300581_745,GIL,Grooming,Mach-3 Turbo,Turbo Mach-3 Cart,Turbo Cart 4s,1.49872E+13,48,745,630.95,657.26,2,Mono,14987176300581_745_Mono,6,8
14987176303384_449,GIL,Female Hair Removal,Venus,Venus Disposable,Venus Skin Love 3s,1.49872E+13,36,449,378.09,393.86,1,Mono,14987176303384_449_Mono,6,6
14987176320565_40,GIL,Grooming,7 O Clock,SS Blades,SS 10s,1.49872E+13,800,40,26.64,27.75,1,Mono,14987176320565_40_Mono,20,40
14987176321098_175,GIL,Female Hair Removal,Venus,Venus Disposable,VENUS BIKINI SENSITIVE 1S,1.49872E+13,48,175,147.36,153.5,2,Mono,14987176321098_175_Mono,6,8
14987176335149_52,GIL,Grooming,Guard,Guard Cart,Guard Cart 4s SBD,1.49872E+13,480,52,41.6,43.33,1,Mono,14987176335149_52_Mono,40,12
14987176335163_98,GIL,Grooming,Guard,Guard Cart,Guard Cart 8s SBD,1.49872E+13,480,98,78.4,81.67,1,Mono,14987176335163_98_Mono,20,24
14987176342635_240,GIL,Grooming,Gillette Presto Intl,Presto3,Presto 3 5+1,1.49872E+13,100,240,181.13,188.68,1,Mono,14987176342635_240_Mono,10,10
14987176342659_267,GIL,Grooming,Gillette Vector Plus,Vector Cart,Vector 6s,1.49872E+13,600,267,224.09,233.43,1,Mono,14987176342659_267_Mono,50,12
14987176347654_396,GIL,Female Hair Removal,Satin Care,S Other Disp,Simply Venus 5 pack,1.49872E+13,40,396,333.46,347.37,1,Mono,14987176347654_396_Mono,4,10
14987176351996_168,GIL,Grooming,Guard,Guard Razor,Guard R+12 Promo pack,1.49872E+13,144,168,133.63,139.2,1,Mono,14987176351996_168_Mono,12,12
14987176357622_1199,GIL,Grooming,Gillette Mach3,Mach-3 Cart,Mach 3 Cart 8s,1.49872E+13,36,1199,1027.68,1070.53,1,Mono,14987176357622_1199_Mono,6,6
14987176357707_1559,GIL,Grooming,Gillette Mach3,Mach-3 Cart,Mach 3 Cart 12s,1.49872E+13,60,1559,1336.24,1391.96,1,Mono,14987176357707_1559_Mono,6,10
14987176357721_2185,GIL,Grooming,Fusion,Fusion Cart,Fusion 8s,1.49872E+13,36,2185,1872.8,1950.9,1,Mono,14987176357721_2185_Mono,6,6
14987176357974_725,GIL,Grooming,Fusion,ProGlide Cart,ProGlide Cart 2s,1.49872E+13,48,725,621.41,647.32,1,Mono,14987176357974_725_Mono,6,8
4210201105091_1023,GIL,Oral care,ORAL B,OB POC Refill,OB POC CA 4s,4.2102E+12,12,1023,846.59,881.89,1,Singles,4210201105091_1023_Singles,1,1
4210201154730_529,GIL,Oral care,ORAL B,OB POC Refill,OB POC KIDS FROZN 2s,4.2102E+12,12,529,437.78,456.04,1,Singles,4210201154730_529_Singles,1,1
4210201161196_529,GIL,Oral care,ORAL B,OB POC Refill,OB POC KIDS STRWR 2s,4.2102E+12,12,529,437.78,456.04,1,Singles,4210201161196_529_Singles,1,1
4210201289210_4199,GIL,Oral care,ORAL B,OB POC Handle,OB POC Pro 3,4.2102E+12,6,4199,3474.92,3619.82,1,Singles,4210201289210_4199_Singles,1,1
4210201316817_529,GIL,Oral care,ORAL B,OB POC Refill,OB POC CA 2s,4.2102E+12,12,529,437.78,456.04,1,Singles,4210201316817_529_Singles,1,1
4210201316848_1023,GIL,Oral care,ORAL B,OB POC Refill,OB POC CA 4s,4.2102E+12,12,1023,846.59,881.89,1,Singles,4210201316848_1023_Singles,1,1
4210201317029_444,GIL,Oral care,ORAL B,OB POC Refill,OB POC PC Rs499 Refill,4.2102E+12,12,444,367.44,382.76,1,Singles,4210201317029_444_Singles,1,1
4210201317975_529,GIL,Oral care,ORAL B,OB POC Refill,OB POC Sensitive Refill,4.2102E+12,12,529,437.78,456.04,1,Singles,4210201317975_529_Singles,1,1
4210201319696_1155,GIL,Oral care,ORAL B,OB POC Refill,OB POC IO 2s White,4.2102E+12,6,1155,955.83,995.69,1,Singles,4210201319696_1155_Singles,1,1
4210201384731_529,GIL,Oral care,ORAL B,OB POC Refill,OB POC KIDS FROZN 2s,4.2102E+12,12,529,437.78,456.04,1,Singles,4210201384731_529_Singles,1,1
4210201394938_1155,GIL,Oral care,ORAL B,OB POC Refill,OB POC IO 2s,4.2102E+12,6,1155,955.83,995.69,1,Singles,4210201394938_1155_Singles,1,1
4210201438229_1199,GIL,Oral care,ORAL B,Power Oral Care,OB CAPH Power DB5 Brush,4.2102E+12,12,1199,992.24,1033.62,1,Singles,4210201438229_1199_Singles,1,1
4902430230582_28,PGHC,Fem Care,Whisper Choice,Whisper Choice Regular,whspr Choice Aloe 7s,4.90243E+12,120,28,24.22,25.23,1,Singles,4902430230582_28_Singles,1,1
4902430234719_460,PGHP,Fabric & Home Care,Tide,Tide Ultra Machine,Tide 3in1 Semi 3+1Kg,4.90243E+12,6,460,408.88,425.93,1,Singles,4902430234719_460_Singles,1,1
4902430235921_71,GIL,Oral care,ORAL B,OB 123 Clove,OB 123 CloveB2G1S,4.90243E+12,48,71,56.8,59.17,1,Singles,4902430235921_71_Singles,1,1
4902430294201_580,PGHP,Fabric & Home Care,Ariel,Ariel Base Bags,Ariel Complete 2+1kg,4.90243E+12,8,580,515.54,537.04,1,Singles,4902430294201_580_Singles,1,1
4902430295932_249,PGHC,Personal Care (OS),Old Spice,Old Spice Deodorants,OS Deo Nomad HTH,4.90243E+12,48,249,180,180,1,Singles,4902430295932_249_Singles,1,1
4902430295994_249,PGHC,Personal Care (OS),Old Spice,Old Spice Deodorants,OS Deo Krakengard,4.90243E+12,48,249,207.85,216.52,1,Singles,4902430295994_249_Singles,1,1
4902430296038_249,PGHC,Personal Care (OS),Old Spice,Old Spice Deodorants,OS Deo LionPride HTH,4.90243E+12,48,249,180,180,1,Singles,4902430296038_249_Singles,1,1
4902430297967_75,PGHC,Personal Care (OS),Old Spice,Old Spice Deodorants,OS Pocket LionPride HTH,4.90243E+12,144,75,50,50,1,Singles,4902430297967_75_Singles,1,1
4902430297981_75,PGHC,Personal Care (OS),Old Spice,Old Spice Deodorants,OS Pocket Nomad HTH,4.90243E+12,144,75,50,50,1,Singles,4902430297981_75_Singles,1,1
4902430301084_659,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide LM 4+1Kg,4.90243E+12,5,659,585.76,610.19,1,Singles,4902430301084_659_Singles,1,1
4902430301084_649,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide LM 4+1Kg A,4.90243E+12,5,649,576.87,600.93,1,Singles,4902430301084_649_Singles,1,1
4902430301107_635,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide JR 4+1Kg,4.90243E+12,5,635,564.43,587.97,1,Singles,4902430301107_635_Singles,1,1
4902430301107_649,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide JR 4+1Kg A,4.90243E+12,5,649,576.87,600.93,1,Singles,4902430301107_649_Singles,1,1
4902430301817_1025,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide LM 6+2Kg,4.90243E+12,3,1025,911.08,949.07,1,Singles,4902430301817_1025_Singles,1,1
4902430301817_965,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide LM 6+2Kg A,4.90243E+12,3,965,857.75,893.52,2,Singles,4902430301817_965_Singles,1,1
4902430301817_1010,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide LM 6+2Kg A,4.90243E+12,3,1010,897.75,935.19,2,Singles,4902430301817_1010_Singles,1,1
4902430302135_989,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide JR 6+2Kg,4.90243E+12,3,989,879.08,915.74,2,Singles,4902430302135_989_Singles,1,1
4902430302135_1025,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide JR 6+2Kg,4.90243E+12,3,1025,911.08,949.07,2,Singles,4902430302135_1025_Singles,1,1
4902430302135_965,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide JR 6+2Kg A,4.90243E+12,3,965,857.75,893.52,2,Singles,4902430302135_965_Singles,1,1
4902430302135_1010,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide JR 6+2Kg A,4.90243E+12,3,1010,897.75,935.19,2,Singles,4902430302135_1010_Singles,1,1
4902430302265_1235,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide SHS JR 7+3Kg,4.90243E+12,2,1235,1097.74,1143.52,1,Singles,4902430302265_1235_Singles,1,1
4902430302265_1209,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide SHS JR 7+3Kg A,4.90243E+12,2,1209,1074.63,1119.44,2,Singles,4902430302265_1209_Singles,1,1
4902430302265_1249,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide SHS JR 7+3Kg A,4.90243E+12,2,1249,1110.19,1156.48,2,Singles,4902430302265_1249_Singles,1,1
4902430341967_0,PGHP,Fabric & Home Care,Tide,Tide Bucket,TIDE BUCKET FREEBIE- OCT 19,4.90243E+12,1,0,0.01,0.01,1,Singles,4902430341967_0_Singles,1,1
4902430341974_0,PGHP,Fabric & Home Care,Ariel,Ariel Bucket,ARIEL BUCKET FREEBIE- OCT 19,4.90243E+12,1,0,0.01,0.01,1,Singles,4902430341974_0_Singles,1,1
4902430341981_0,PGHP,Fabric & Home Care,Ariel,Ariel Canister,ARIEL CANISTER FREEBIE- OCT 19,4.90243E+12,1,0,0.01,0.01,1,Singles,4902430341981_0_Singles,1,1
4902430346115_689,PGHP,Hair Care,Pantene,Pantene Bottles,PNTN HFC 700ML,4.90243E+12,12,689,590.55,615.18,1,Singles,4902430346115_689_Singles,1,1
4902430346122_658,PGHP,Hair Care,Pantene,Pantene Bottles,Pntn LB 675ml,4.90243E+12,12,658,563.98,587.5,3,Singles,4902430346122_658_Singles,1,1
4902430346122_689,PGHP,Hair Care,Pantene,Pantene Bottles,Pntn LB 675ml,4.90243E+12,12,689,590.55,615.18,3,Singles,4902430346122_689_Singles,1,1
4902430346122_775,PGHP,Hair Care,Pantene,Pantene Bottles,Pntn LB 675ml,4.90243E+12,12,775,664.26,691.96,3,Singles,4902430346122_775_Singles,1,1
4902430346122_489,PGHP,Hair Care,Pantene,Pantene Bottles,Pntn LB 675ml ECOM,4.90243E+12,12,489,419.13,436.61,1,Singles,4902430346122_489_Singles,1,1
4902430346160_551,PGHP,Hair Care,Pantene,Pantene Bottles,Pntn TDC 700ml,4.90243E+12,12,551,472.27,491.96,2,Singles,4902430346160_551_Singles,1,1
4902430346160_689,PGHP,Hair Care,Pantene,Pantene Bottles,Pntn TDC 700ml,4.90243E+12,12,689,590.55,615.18,2,Singles,4902430346160_689_Singles,1,1
4902430346429_658,PGHP,Hair Care,Pantene,Pantene Bottles,PNTN LC 675ML,4.90243E+12,12,658,563.98,587.5,1,Singles,4902430346429_658_Singles,1,1
4902430348478_291,GIL,Grooming,Guard,Gillette GP Pack,Gil Small BC GPPack,4.90243E+12,20,291,199.68,208.01,1,Singles,4902430348478_291_Singles,1,1
4902430348492_2002,GIL,Oral care,ORAL B,OB WS FreshCln Neem,OB WS FreshNeem M CS,4.90243E+12,1,2002,1601.55,1668.33,1,Singles,4902430348492_2002_Singles,1,1
4902430374231_429,PGHP,Skin Care,Olay,Natural Aura Cream,Olay NA Day Crm 50gm,4.90243E+12,24,429,358.11,373.04,1,Singles,4902430374231_429_Singles,1,1
4902430404150_26,GIL,Oral care,ORAL B,Oral-B Manual,OB GUM PROTECT SFT,4.90243E+12,120,26,20.8,21.67,2,Singles,4902430404150_26_Singles,1,1
4902430404150_28,GIL,Oral care,ORAL B,Oral-B Manual,OB GUM PROTECT SFT,4.90243E+12,120,28,22.4,23.33,2,Singles,4902430404150_28_Singles,1,1
4902430517089_340,PGHP,Hair Care,HERBAL ESSENCES,Herbal Shampoo,HE Argan SH 240ML,4.90243E+12,6,340,271.99,283.33,1,Singles,4902430517089_340_Singles,1,1
4902430517102_415,PGHP,Hair Care,HERBAL ESSENCES,Herbal Conditioner,HE Argan CN 240ML,4.90243E+12,6,415,331.99,345.83,1,Singles,4902430517102_415_Singles,1,1
4902430517270_340,PGHP,Hair Care,HERBAL ESSENCES,Herbal Shampoo,HE Strawberry SH 240ML,4.90243E+12,6,340,271.99,283.33,1,Singles,4902430517270_340_Singles,1,1
4902430517331_415,PGHP,Hair Care,HERBAL ESSENCES,Herbal Conditioner,HE Strawberry CN 240ML,4.90243E+12,6,415,331.99,345.83,1,Singles,4902430517331_415_Singles,1,1
4902430648660_55,GIL,Grooming,7 O Clock,SP Blades,SP Blades 5s,4.90243E+12,1200,55,43.27,45.07,2,Singles,4902430648660_55_Singles,1,1
4902430648660_60,GIL,Grooming,7 O Clock,SP Blades,SP Blades 5s,4.90243E+12,1200,60,47.21,49.18,2,Singles,4902430648660_60_Singles,1,1
4902430648707_20,GIL,Grooming,Gillette Presto Intl,GPI,GPI 1s,4.90243E+12,768,20,16.45,17.14,1,Singles,4902430648707_20_Singles,1,1
4902430664721_44,GIL,Oral care,ORAL B,OB Kids,OB KIDS SFT,4.90243E+12,120,44,35.2,36.67,1,Singles,4902430664721_44_Singles,1,1
4902430703390_640,GIL,Personal Care (GIL),Gillette Series,Tube Shave Gel,TGS GLCON SHVP 4 G SENST,4.90243E+12,8,640,548.55,571.42,1,Singles,4902430703390_640_Singles,1,1
4902430710497_180,GIL,Oral care,ORAL B,OB Sensitive,OB PH Sens B2G1,4.90243E+12,48,180,144,150,1,Singles,4902430710497_180_Singles,1,1
4902430716871_82,PGHP,Hair Care,H&S,H&S Conditioner,H&S SS Condi 80ml,4.90243E+12,48,82,68.45,71.3,1,Singles,4902430716871_82_Singles,1,1
4902430716888_165,PGHP,Hair Care,H&S,H&S Conditioner,H&S SS Condi 200ml,4.90243E+12,24,165,137.73,143.47,2,Singles,4902430716888_165_Singles,1,1
4902430716888_180,PGHP,Hair Care,H&S,H&S Conditioner,H&S SS Condi 200ml,4.90243E+12,24,180,150.26,156.53,2,Singles,4902430716888_180_Singles,1,1
4902430716895_90,PGHP,Hair Care,H&S,H&S Conditioner,H&S AHF Condi 80ml,4.90243E+12,48,90,75.13,78.26,1,Singles,4902430716895_90_Singles,1,1
4902430719520_1699,PGHP,Skin Care,Olay,Olay Eyes,Olay Eye Ultimate,4.90243E+12,12,1699,1359.16,1415.83,2,Singles,4902430719520_1699_Singles,1,1
4902430719520_1799,PGHP,Skin Care,Olay,Olay Eyes,Olay Eye Ultimate,4.90243E+12,12,1799,1439.2,1499.21,2,Singles,4902430719520_1799_Singles,1,1
4902430722193_90,GIL,Personal Care (GIL),Gillette,Gillette Foam,Foam (Reg) 50gm,4.90243E+12,48,90,75.54,80.36,2,Singles,4902430722193_90_Singles,1,1
4902430722193_90,GIL,Personal Care (GIL),Gillette,Gillette Foam,Foam (Reg) 50gm,4.90243E+12,48,90,77.14,80.36,2,Singles,4902430722193_90_Singles,1,1
4902430722193_95,GIL,Personal Care (GIL),Gillette,Gillette Foam,Foam (Reg) 50gm,4.90243E+12,48,95,81.43,84.83,2,Singles,4902430722193_95_Singles,1,1
4902430723190_130,GIL,Grooming,Wilman,W Other System Cart,Wilman Exe 5s,4.90243E+12,600,130,111.43,116.07,2,Singles,4902430723190_130_Singles,1,1
4902430723190_140,GIL,Grooming,Wilman,W Other System Cart,Wilman Exe 5s,4.90243E+12,600,140,117.89,122.81,2,Singles,4902430723190_140_Singles,1,1
4902430723213_140,GIL,Grooming,Wilman,W Other System Cart,Wilman Exe 5s,4.90243E+12,600,140,117.89,122.81,2,Mono,4902430723213_140_Mono,50,12
4902430734998_1699,PGHP,Skin Care,Olay,RG Cream,RG MS Night 50gm,4.90243E+12,6,1699,1359.16,1415.84,1,Singles,4902430734998_1699_Singles,1,1
4902430736435_1699,PGHP,Skin Care,Olay,RG Cream,RG MS Serum 50gm,4.90243E+12,6,1699,1359.16,1415.84,1,Singles,4902430736435_1699_Singles,1,1
4902430745598_28,PGHP,Hair Care,H&S,H&S Sachets,H&S Basic Cool Rs 2,4.90243E+12,60,28,20.82,21.69,2,Singles,4902430745598_28_Singles,1,1
4902430745598_32,PGHP,Hair Care,H&S,H&S Sachets,H&S Basic Cool Rs 2,4.90243E+12,60,32,23.5,25,2,Singles,4902430745598_32_Singles,1,1
4902430759540_1999,PGHP,Skin Care,Olay,Olay Super Serums,Olay HA Serum,4.90243E+12,12,1999,1599.15,1665.83,1,Singles,4902430759540_1999_Singles,1,1
4902430759601_1999,PGHP,Skin Care,Olay,Olay Super Serums,Olay Vit C Serum,4.90243E+12,12,1999,1599.15,1665.83,1,Singles,4902430759601_1999_Singles,1,1
4902430759649_1999,PGHP,Skin Care,Olay,Olay Super Serums,Olay Cica Serum,4.90243E+12,12,1999,1599.15,1665.83,1,Singles,4902430759649_1999_Singles,1,1
4902430780513_799,GIL,Female Hair Removal,Venus,Venus Snap,Venus Snap 3UP,4.90243E+12,18,799,658.84,700.88,1,Singles,4902430780513_799_Singles,1,1
4902430781121_199,PGHP,Skin Care,Olay,Natural White Cream,Olay NW IGF 40gm,4.90243E+12,24,199,166.12,173.04,1,Singles,4902430781121_199_Singles,1,1
4902430783194_79,GIL,Oral care,ORAL B,OB Crisscross,OB PH BACBLAST SFT,4.90243E+12,120,79,63.2,65.84,1,Singles,4902430783194_79_Singles,1,1
4902430786645_15,GIL,Grooming,Wilkinson Sword,Wilkson DE Blades,Wilkinson-5s DE,4.90243E+12,1200,15,9.71,10.11,1,Singles,4902430786645_15_Singles,1,1
4902430786720_140,GIL,Grooming,Wilkinson Sword,Wilkson DE Blades,Wilkinson-5s,4.90243E+12,120,140,97.05,101.1,1,Singles,4902430786720_140_Singles,1,1
4902430786720_15,GIL,Grooming,Wilkinson Sword,Wilkson DE Blades,Wilkinson-5s DE,4.90243E+12,1200,15,9.71,10.11,1,Singles,4902430786720_15_Singles,1,1
4902430789318_25,GIL,Personal Care (GIL),Gillette,Guard Cream,Guard Cream Small 25 gm,4.90243E+12,144,25,19.2,20,1,Singles,4902430789318_25_Singles,1,1
4902430800013_499,PGHP,Skin Care,Olay,Olay Whips,Mini Whips RG NUV 10ml,4.90243E+12,12,499,407.89,433.91,1,Singles,4902430800013_499_Singles,1,1
4902430818315_399,PGHP,Skin Care,Olay,RG Cream,RG Clnsr 100gm,4.90243E+12,12,399,319.19,332.5,1,Singles,4902430818315_399_Singles,1,1
4902430818803_100,GIL,Grooming,Guard,Guard Cart,Guard Cart SBD,4.90243E+12,240,100,76.8,80,1,Singles,4902430818803_100_Singles,1,1
4902430818865_22,GIL,Grooming,Guard,Guard Razor,Guard Razor HTH,4.90243E+12,192,22,17,17,1,Singles,4902430818865_22_Singles,1,1
4902430829847_28,PGHP,Hair Care,H&S,H&S Sachets,H&S Basic Smooth 5ml,4.90243E+12,48,28,22.1,23.02,1,Singles,4902430829847_28_Singles,1,1
4902430835084_32,PGHP,Hair Care,H&S,H&S Sachets,H&S Neem Rs 2,4.90243E+12,60,32,23.5,25,1,Singles,4902430835084_32_Singles,1,1
4902430837743_1601,GIL,Oral care,ORAL B,OB WS Fresh Clean,OB WS FreshCln M CS,4.90243E+12,1,1601,1280.76,1334.17,1,Singles,4902430837743_1601_Singles,1,1
4902430838566_10,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 1s SM,4.90243E+12,200,10,8,8.33,1,Singles,4902430838566_10_Singles,1,1
4902430842938_1,GIL,Oral care,ORAL B,Oral B Box,Oral B Box,4.90243E+12,1,1,0.01,0.01,1,Singles,4902430842938_1_Singles,1,1
